Video_id,Is_Reply,Parent_Comment_ID,Comment_ID,Channel_ID,Display Name,Comment Text,Likes,Timestamp
nMw5kdzDD-I,False,,Ugzl7OzJUnu2pUoHyFd4AaABAg,UCHehnS33TBOBtEonif2n_1g,@Fightnator,Ai,0,2025-04-17T02:19:35Z
nMw5kdzDD-I,False,,UgwcHvDq9-2ERgtu3XZ4AaABAg,UCKO8KaQMPsv5-9UlokcaMVA,@shreshi7560,AI,0,2025-04-16T10:19:25Z
nMw5kdzDD-I,False,,UgyM8VIQk1Vpn5-c1ul4AaABAg,UC_ZzfLqFm6rfOU6NrcWv2XA,@ThePenguinguardFilmStudio,AI,0,2025-04-15T23:01:13Z
nMw5kdzDD-I,False,,Ugy6GiatZk9Q0L-Dwt94AaABAg,UC0xS6g-ULvU_b7irmC2OD5A,@abdullahahsan1076,Ai,0,2025-04-15T22:27:52Z
nMw5kdzDD-I,False,,UgwDV15mRxeYvztSVU14AaABAg,UC7TUFWUl7cMkA8ZqhyAgghQ,@CHC_Animation-7Bt,AI,0,2025-04-15T19:44:23Z
nMw5kdzDD-I,False,,Ugxb5Q9rCstivh5ZgcV4AaABAg,UCvIbjfnCDXwNYaKknoTidEQ,@erytsma,"ok but 






ai",0,2025-04-15T16:37:15Z
nMw5kdzDD-I,False,,Ugy9BVzPS6ftB6wq5y94AaABAg,UC0FwTj2j_XGQjNid5DdBImw,@Taroo_44,Ai,0,2025-04-15T13:33:28Z
nMw5kdzDD-I,False,,Ugx-QNbKEwHnFSrNxDJ4AaABAg,UCK4oSAstbIwFCkACua2WH9g,@unknown_bush,AI,0,2025-04-15T10:56:48Z
nMw5kdzDD-I,False,,Ugy4otqe7Qs3Z_D7NRJ4AaABAg,UCpcN_1RNyW7WOrnW6tX6NVg,@Mask.socity,‘AI',0,2025-04-15T10:11:40Z
nMw5kdzDD-I,False,,UgzAfJmjF2ET46ceIjF4AaABAg,UCjmpg2ewFxeFwndGHTQnG1Q,@AvisionaryProductions,Ai,0,2025-04-14T22:45:24Z
nMw5kdzDD-I,False,,UgwAce_JW2T-sX9HR7V4AaABAg,UCBg2dDlzFYtFNutiC8JwXIw,@cameron_dunn2,this is cap i went on there it is 299 annually or 25 a month,0,2025-04-14T17:40:40Z
nMw5kdzDD-I,False,,Ugw2CdqZTwA9uAM0xhR4AaABAg,UCbQ3JrmKZiQRiZJRWQO0t2w,@CosmicAstronautOfficial,So cool! I wonder how A.I. will look like in 30 years!,2,2025-04-14T15:35:38Z
nMw5kdzDD-I,False,,UgzQDg-0FI9RjR-ZRMJ4AaABAg,UCa1l-LF1Fd4BPTuuNzPWzXg,@vaibhav-s1ngh,AI,0,2025-04-14T15:30:53Z
lLyWuDpKI3E,False,,UgyEPfiD0hDySASmJmt4AaABAg,UC8a8zQilbmxDUXmxuJ28DYA,@lynzintaylor,Perfect!! ❤,0,2025-06-05T03:55:18Z
lLyWuDpKI3E,False,,UgzGOpypiuW_9RTZP8V4AaABAg,UCiqL6RSME7YzoAMc2SIk7DA,@octopusconnection,Very cool Cyn!! 🤩,0,2025-04-14T16:03:15Z
HKFdNM8Ra5Y,False,,UgymtnzXb5l7LSvk-QF4AaABAg,UCl5KLrGygap3DjzgpgpIdAA,@joshuadotson9281,adobe,0,2025-04-08T15:06:35Z
HKFdNM8Ra5Y,False,,UgxokbtGK3lEBG6P4uV4AaABAg,UCTRg-45pHiJWfj_SvufbqUA,@ibuprofen-noodles,"not gonna lie, i hate the current state of the world",1,2025-04-07T12:05:03Z
HKFdNM8Ra5Y,True,UgxokbtGK3lEBG6P4uV4AaABAg,UgxokbtGK3lEBG6P4uV4AaABAg.AGbl__VEL7oAGgnYuAECeQ,UCLK_7C2GuXMH4nc5Iv1jN_g,@gathor_,"Well, I like you",0,2025-04-09T10:58:30Z
HKFdNM8Ra5Y,False,,Ugx9wQyBIVTtENJDm214AaABAg,UC2ZfaZ4A4IYYzkNOA-4EuOg,@DeepSinghlive,"Well, you're the kind of creator for whom long-form content is more suitable—short-form just doesn't capture your core creativity.",0,2025-04-06T20:11:57Z
bhJmwjtk3Cw,False,,UgzXGM9u7XSKzcCwwYZ4AaABAg,UCRR6Esj6aSquJJ3S9RahhZw,@CNYsmile,ai,0,2025-07-28T16:39:42Z
bhJmwjtk3Cw,False,,UgzkDSQkjERdZOoK4IF4AaABAg,UC7uEOioJ4ooxIpiXVTtRPDA,@abrahamchurchill,AI,0,2025-07-17T15:24:10Z
bhJmwjtk3Cw,False,,UgysaIR12CUnd6li7VJ4AaABAg,UCFnIQB23DgHd594PqTYIzww,@vassilena8364,Ai,0,2025-04-28T23:16:02Z
bhJmwjtk3Cw,False,,Ugyo0mxvVdIxMtsGhxB4AaABAg,UC9U4CX0bZAo4BZZ7tOPp5gw,@faizanpers,"Where is the link, 🔗?",0,2025-04-05T15:06:25Z
bhJmwjtk3Cw,False,,UgyIBeOtteGAcciyzDF4AaABAg,UC4cJ6A4I_e3U2y9eRW0FtPw,@Naiad-Corma,Ai,0,2025-02-13T03:18:58Z
bhJmwjtk3Cw,False,,UgxYldbSJYiQSE9sX8l4AaABAg,UCSxYYZzKPUXO8PPGOXV5WrA,@Louie2d,AI,0,2025-02-13T00:28:20Z
1tGi22RnbXc,False,,UgyrnX1G9yAc2aAyoZJ4AaABAg,UChahbbFeQnamUcS3EmHMUvA,@iamrobertoangioni,Tried Adobe Firefly yet? Be honest… is it a game-changer or just hype? 😅 Curious to hear what you think!,0,2025-05-18T22:15:28Z
sCCpBbhkvcU,False,,UgzQeYIYg7D420xxiQR4AaABAg,UCdI_Bzc3ddEe4q__AC_wv3g,@prodpria,fake and gay af,0,2025-06-21T02:18:10Z
sCCpBbhkvcU,False,,Ugz47zoI54CVT9p41SZ4AaABAg,UCjO6ZsMiQdgrMzYeRbhHGiQ,@jackknife.johnny,"Love how you get str8 to, no fluff",0,2025-06-21T00:47:08Z
sCCpBbhkvcU,True,Ugz47zoI54CVT9p41SZ4AaABAg,Ugz47zoI54CVT9p41SZ4AaABAg.AJbfbw15GHNAJcP4g3ZW1h,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,Haha thanks!,0,2025-06-21T07:33:09Z
sCCpBbhkvcU,False,,UgxqVLDjc22aUIvTFtR4AaABAg,UCSgZzwDWUYmdTfGN3komILQ,@NoThumbsJustin,i tried your exact prompts and its not taking my logo reference at all LOL ah well,1,2025-06-02T18:19:02Z
sCCpBbhkvcU,True,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAIsfpiKUFIh,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,I'm sorry to hear that mate:/,0,2025-06-02T18:44:42Z
sCCpBbhkvcU,True,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAIxsaQuC2Ng,UCODHpHTmg1BnEvBPEZQ0PUA,@ALIVEDJP,@@PANTERvision sure doesn't work for me either. Not taking logo reference.,0,2025-06-04T19:12:25Z
sCCpBbhkvcU,True,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAKO3gV5mIFD,UCcZgLv3li3O0Yw2D6pnU1nw,@EjGFX,same,0,2025-07-10T05:08:59Z
sCCpBbhkvcU,False,,UgyhJvngyDM1ZaRAkC54AaABAg,UCbB3C6OCuUzc-ImGTacHVpw,@ndc-01,Funny to watch and to practice,0,2025-06-02T16:11:04Z
sCCpBbhkvcU,False,,UgxZ0RjF5LaW6BX3XwR4AaABAg,UCPnGpfPLNEFQ81lYm4gdOSw,@ech0_plus968,Any ideas why mine look really bad ? no details at all etc..,0,2025-06-02T13:28:53Z
sCCpBbhkvcU,True,UgxZ0RjF5LaW6BX3XwR4AaABAg,UgxZ0RjF5LaW6BX3XwR4AaABAg.AIs6g_4BPxtAIs8dIyjtr5,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,"This is Ai, it doesn't du the same thing all the time unfortunately as a software can.",0,2025-06-02T13:45:55Z
sCCpBbhkvcU,False,,UgzEhv5pXrKUYzopRfd4AaABAg,UC0SMpVXVp788SqGaVGqGH9Q,@ekhlasifarmer1693,Bro is giving these amazing stuffs for free amazing! Thanks from the community of broke peoples. Really amazing bro. Keep it up.,4,2025-06-02T06:55:22Z
sCCpBbhkvcU,True,UgzEhv5pXrKUYzopRfd4AaABAg,UgzEhv5pXrKUYzopRfd4AaABAg.AIrPeNZPwNLAIrW295wQou,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,You're welcome!,0,2025-06-02T07:51:11Z
JUU39RiEdFE,False,,UgyzguMPLOFWIZAK1M94AaABAg,UCsceuLWp5DI5Bk6yVmqUung,@velvetspectrum,Nice to see your process using Firefly. I work at Adobe and it is great to see use cases like these!,1,2025-05-28T18:22:46Z
JUU39RiEdFE,False,,Ugx2mGYseO0tB1j6FO14AaABAg,UCd2wrVjuUKn5reTg_pVlphA,@umashankarrajpurohit6745,Anybody want to make ai realistic video just reply me on this text I will send you full roadmap,0,2025-05-26T05:22:04Z
JUU39RiEdFE,False,,UgzTadXQetS14o8D7Zd4AaABAg,UCd2wrVjuUKn5reTg_pVlphA,@umashankarrajpurohit6745,First comment 😁,0,2025-05-26T05:20:30Z
golcSAhe8yM,False,,UgxuLmyxtaMch9xs07d4AaABAg,UCDqySDwjqM-9ib6rY8KcSdQ,@OkayYaraman,Those effects are terrible.,2,2025-05-11T19:15:45Z
golcSAhe8yM,True,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI-6Jso27IM,UC_ZwuHnMzLSCfJ8zOMrDh-A,@flo.motion,Dont blame me!! Blame AI!!,1,2025-05-11T19:28:11Z
golcSAhe8yM,True,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI-cfNCJfRH,UCDqySDwjqM-9ib6rY8KcSdQ,@OkayYaraman,"@ Don’t worry, all the blame is on the AI!",0,2025-05-12T00:19:36Z
golcSAhe8yM,True,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI5vzz3hIhd,UC65bQ2tQqI4Ev-nvw_D3S_A,@AnthonyReedJr,AI is not testing our brain power 🤦🏾‍♂️,2,2025-05-14T11:03:54Z
FVebl9UdiRA,False,,Ugwh-MlerDhBO2qFq8N4AaABAg,UCLQBlxEi0uasPQvufQx5m_g,@toxicbread1032,"This solved nothing, why not just clean it up irl",0,2025-05-09T10:44:55Z
Q3bO9C5LnBE,False,,UgySkaw_BFC7WOZZqjB4AaABAg,UCzi46UCgh-Dejh4Z7vO9Gdg,@davidyeoh4458,what the prompt you use for this/? can you enlight me for this?,0,2025-07-09T03:51:02Z
Q3bO9C5LnBE,False,,UgyMx5gUkB6ST7LLbTt4AaABAg,UCQ_CF7926C2aI3v-3FTNf0A,@NzstudioKZ,Tutorial pls )),1,2025-05-11T10:38:08Z
Q3bO9C5LnBE,False,,UgySkaw_BFC7WOZZqjB4AaABAg,UCzi46UCgh-Dejh4Z7vO9Gdg,@davidyeoh4458,what the prompt you use for this/? can you enlight me for this?,0,2025-07-09T03:51:02Z
Q3bO9C5LnBE,False,,UgyMx5gUkB6ST7LLbTt4AaABAg,UCQ_CF7926C2aI3v-3FTNf0A,@NzstudioKZ,Tutorial pls )),1,2025-05-11T10:38:08Z
oGZMEfHJgiE,False,,UgwcjjYUBielZRRKlp94AaABAg,UCG06nFNgrvsj86ZJiBssekQ,@TubeMakersoficial,"👇FAÇA PARTE DA MINHA EQUIPE DO CANVA PRO👇 
POR R$47 REIAS POR ANO 
https://bit.ly/canvaprotubemakers
==========================================
GRUPO DO TELEGRAM DE NETWORK
https://t.me/+-G-OYvq_iSY2ZTlh
============================================
LINK DA IA 
https://firefly.adobe.com/?media=image",2,2025-04-28T18:20:01Z
oGZMEfHJgiE,False,,UgzP9rIJqQiH617Rc4t4AaABAg,UCgE2et1mqWJlxm5meiXLrOg,@geraldotexeira-so6kn,É artificial demais.,0,2025-05-04T14:08:08Z
oGZMEfHJgiE,False,,UgxCIqgkYogJTlCiUqF4AaABAg,UCNkIKw82xGV3f_4t6D3XTTQ,@AlexandreCor-q5b,Excelente,0,2025-04-30T21:30:05Z
oGZMEfHJgiE,False,,Ugzto2iPcDP4X2ILozZ4AaABAg,UC2lDZ0oDjKTfrQ7V7NvCsxA,@blafzera,quero comprar o seu canva mais quero saber qual a garantia que seu grupo não vai cair ? pois ja entrei em alguns grupos  e eles so duram 30 dias o seu tem que ficar trocando todo mês ? ou é só uma vês por ano ?,1,2025-04-29T20:40:32Z
oGZMEfHJgiE,True,Ugzto2iPcDP4X2ILozZ4AaABAg,Ugzto2iPcDP4X2ILozZ4AaABAg.AHWL3IVmvysAHWPegcC5GX,UCG06nFNgrvsj86ZJiBssekQ,@TubeMakersoficial,@@blafzera o meu não é grupo ou multi login o meu é equipe oficial do canva minha equipe tem mais de 2 anos e nunca caiu uma conte se quer me chama no ZAP que te passo mais informações 21971497843,0,2025-04-29T21:20:43Z
oGZMEfHJgiE,False,,Ugy4TyqISYkHAcW0CW54AaABAg,UCwZdgnA7gqF-lewzr17jBLw,@valdir609,"top demais, as fotos e vídeos.. vc mandou bem obrigado..",2,2025-04-29T19:13:18Z
oGZMEfHJgiE,False,,Ugw6ITBYssUGQt6MJC94AaABAg,UCMs_n89y4LjDcWPfXGycXnQ,@velaacesa4868,"O vídeo é TOP. Testei e realmente gerou imagens incríveis, mas nada a ver com os prompts que gerei em Inglês no ChatGpt. Pedi um escritório e fizeram pasteis, peras, Rio passando por um castelo e um Rio belíssimo. Pedi o sistema Solar e me enviaram. sorvetes e um headfone, um tabuleiro de Xadrez, peras ?  Testei o PROMPT do sistema solar no Gemini e ficou perfeito, no Pic Lumen me enviou só Saturno e no CHATGPT  tá processando já tem uns 5 minutos....",0,2025-04-28T22:49:15Z
oGZMEfHJgiE,False,,UgyjBBADAY5Efv_aVRp4AaABAg,UC4D9U468M1smUCq7zbt1plQ,@mais_ofertas,Mulher é leão eu mandava fazer uma tela um quadro,1,2025-04-28T21:01:36Z
oGZMEfHJgiE,False,,UgxP_zLZBzG-afCWWtB4AaABAg,UCmYqdYZ37Jm0LdYe6_hgsrw,@marciomodolo8659,Da pra fazer celular,1,2025-04-28T19:25:27Z
oGZMEfHJgiE,False,,UgwPZ2z6__fmBmbMFIR4AaABAg,UC6LGHYajAndaCkYvlD08gTg,@Acervooo89,"Quais inteligencias vc indica que sejam ; rode em pc fraco , crie imagens e videos realistas ?",1,2025-04-28T18:58:54Z
oGZMEfHJgiE,False,,UgwVYy7F98OGFe2f43V4AaABAg,UCg5h086NptVmBC6MZwuozGA,@Rayzinhox9,Ja deixei o Like e Hypei,2,2025-04-28T18:58:04Z
oGZMEfHJgiE,True,UgwVYy7F98OGFe2f43V4AaABAg,UgwVYy7F98OGFe2f43V4AaABAg.AHT_Y--mu-KAHUqMFmcrLO,UCELdMF4Wyn_WRnKW6CCM7lQ,@marcosejesus,"Show de bola, irmão!",0,2025-04-29T06:44:15Z
T2Nq04ItJUU,False,,UgzFNgfanKPy6NJ6UKN4AaABAg,UCYr1RBhEswJYyPVQ9dLQ36Q,@sirenadamisela6923,"merci pour la vidéo, est ce qu'on peut faire la même chose même si on n'a pas d'abonnement ou soit payer ?",0,2025-07-20T10:40:52Z
T2Nq04ItJUU,False,,Ugz5y-yYK9OpRS5JrKJ4AaABAg,UCVsMixq-_P-1SGjoNxN8QQQ,@emm1924,Au top merci,1,2025-07-05T09:14:48Z
T2Nq04ItJUU,True,Ugz5y-yYK9OpRS5JrKJ4AaABAg,Ugz5y-yYK9OpRS5JrKJ4AaABAg.AKBcqVad9irAKa7jzuo-Z_,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,Avec plaisir :),0,2025-07-15T06:54:33Z
T2Nq04ItJUU,False,,UgzByqfJSgF9swgzUxV4AaABAg,UCMKXApz1U8ZO7URZHD_f9yA,@MsBougon,,1,2025-06-18T14:53:03Z
T2Nq04ItJUU,True,UgzByqfJSgF9swgzUxV4AaABAg,UgzByqfJSgF9swgzUxV4AaABAg.AJWT22tLPCaAJaVntI1_Y4,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,🙋‍♂️,0,2025-06-20T13:53:24Z
T2Nq04ItJUU,False,,Ugy4Xk-4F6lVCI7_F7x4AaABAg,UCCyaJ8ypQaEdSYEJaK8lZiA,@GalaDittmar,"Encore quelque chose que j'ignorais....pfffiouu, toutes ces nouveautés! Merci mille fois de nous tenir au courant et merci pour votre travail toujours absolument consciencieux !",1,2025-06-16T13:06:14Z
T2Nq04ItJUU,True,Ugy4Xk-4F6lVCI7_F7x4AaABAg,Ugy4Xk-4F6lVCI7_F7x4AaABAg.AJR7DyScuBvAJRi6w4vsZj,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,Merci à vous 😊,0,2025-06-16T18:37:20Z
T2Nq04ItJUU,False,,UgyCIb6T0-ACdP5abiZ4AaABAg,UCsZqlhZkKN9Qyr7xDsRX41w,@GenIArt-fr,"pas super intuitif je trouve leur histoire de plan de travail/pipette.
toujours aussi se manque de transparence sur le cout de chaque modèle...
super vidéo en tout cas, merci Emmanuel",1,2025-06-14T21:42:37Z
T2Nq04ItJUU,True,UgyCIb6T0-ACdP5abiZ4AaABAg,UgyCIb6T0-ACdP5abiZ4AaABAg.AJMtjJ-hwNiAJOzHF55US8,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,"Effectivement.
Merci à toi :) !",0,2025-06-15T17:09:34Z
T2Nq04ItJUU,False,,UgzfxacEej9J9XDzyJl4AaABAg,UCR9ohMTPlwKdpxJrE4BS2WA,@Peychamp,Il faut reconnaitre que c'est balèze 😎surtout le workflow ! merci pr la vidéo !,1,2025-06-13T17:18:07Z
T2Nq04ItJUU,True,UgzfxacEej9J9XDzyJl4AaABAg,UgzfxacEej9J9XDzyJl4AaABAg.AJJqfADhYRcAJOzNRYXv_t,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,Avec plaisir :),0,2025-06-15T17:10:24Z
T2Nq04ItJUU,False,,UgzOTf0vpCpgFfubqD94AaABAg,UC9dJIrscqSvAqYn4qClWF6g,@PADATWO,"Ho merci, ça va m'être tellement utile ! 🙏🎉",1,2025-06-13T08:39:05Z
T2Nq04ItJUU,True,UgzOTf0vpCpgFfubqD94AaABAg,UgzOTf0vpCpgFfubqD94AaABAg.AJIvGdxBduyAJIygZla65a,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,Avec plaisir 😁,0,2025-06-13T09:08:58Z
T2Nq04ItJUU,False,,UgytQLsQQ5RzYOdcplF4AaABAg,UCkc1nijcH5JYNYUPtL7apPQ,@YGuillerault,Ébouriffant !! Merci Emmanuel !,1,2025-06-12T17:37:01Z
T2Nq04ItJUU,True,UgytQLsQQ5RzYOdcplF4AaABAg,UgytQLsQQ5RzYOdcplF4AaABAg.AJHJ1kCZhVwAJHJxshw5EV,UCTlFbHNGL9uAWKVJ2N-Jg3g,@EmmanuelCorreia,Merci à toi !,0,2025-06-12T17:45:06Z
nG8bECTxRRQ,False,,UgyKA-QAHv7-rvNDtQ14AaABAg,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"Update as of 02/12/2025, Generative Video (beta) is now available to try! ➡ https://adobe.ly/4hzvGYG

See more of Chris Grubisa's video business wizardry here ➡ https://www.youtube.com/playlist?list=PLMMOwZoEbhuzKw38xhKeJ2qjmXzb0zkyn",1,2024-12-13T23:26:30Z
nG8bECTxRRQ,True,UgyKA-QAHv7-rvNDtQ14AaABAg,UgyKA-QAHv7-rvNDtQ14AaABAg.AC-s9-IupiSACXjO0EPWiy,UCLzLwtjADhYzVWnpAXXN69Q,@BuddyBearCreator,I've signed up for the wait list   a few times,0,2024-12-27T03:04:05Z
nG8bECTxRRQ,False,,Ugw0WQiUIGUmkr35NTt4AaABAg,UCoyL1sH8Q-XAc4r92ilsplQ,@sachingaming0194,Is it included in adobe subscription ?,0,2025-07-07T14:37:03Z
nG8bECTxRRQ,False,,Ugzaw2CdEtNYa77_MNR4AaABAg,UCHRA8qL81l2NUvB0LE-v2eQ,@bridgetmaryfitz,thank you!!!,0,2025-05-29T23:05:22Z
nG8bECTxRRQ,False,,UgwFi9yX0-JTP4g7xCF4AaABAg,UCeI0wMgQxeCdkOOZzzTXQuA,@alejuarezdesign,"If not part of CC subscription, then there are other platforms such as kling and runway",0,2025-04-06T16:22:08Z
nG8bECTxRRQ,False,,UgzYRH--2VRCd2YnZBp4AaABAg,UCF0icqrG3DdhE1A47xNTiCw,@garvitgoel7322,Applied for its beta,0,2025-02-07T04:58:36Z
nG8bECTxRRQ,True,UgzYRH--2VRCd2YnZBp4AaABAg,UgzYRH--2VRCd2YnZBp4AaABAg.AEE4sWR6DGPAESlH1KbBD4,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,0,2025-02-12T21:47:11Z
nG8bECTxRRQ,False,,Ugwlqs-r4SE2CQhf2-V4AaABAg,UCxg5DPoBB_GdMfovuab9mMA,@PicAppoint,Can I create videos from photos that I have taken?,0,2025-02-05T16:53:51Z
nG8bECTxRRQ,False,,UgzbWGiDLk0qq4CqGZl4AaABAg,UC93qyiS3lB4rAe297jZf0lA,@aaronmoore136,"can you explain the ""434343"" prompt at 5:31?",1,2025-01-22T17:04:53Z
nG8bECTxRRQ,False,,UgztPItyx5e-8Vd9imN4AaABAg,UCqH0djAlULtQGISV9kBVtmA,@lulujolie888,how does it compare to Hailuo?,0,2025-01-06T12:04:28Z
nG8bECTxRRQ,False,,UgxFvtRTobn3TM4s-jN4AaABAg,UCI6ee5y2YVktFt-7mFiRb-g,@DjGolucky,"Hate the way, that you're not addressing the issue of when it due for release. We are paying subscribers and deserve to know. There are already so many generators, so we are behind the trend. Please give us a timeframe, that way I know whether to invest in Sora.",1,2025-01-03T06:36:32Z
nG8bECTxRRQ,True,UgxFvtRTobn3TM4s-jN4AaABAg,UgxFvtRTobn3TM4s-jN4AaABAg.ACp8GDOVCSkAESlE6rBova,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,Generative Video (beta) is now available to try! https://adobe.ly/4hzvGYG,1,2025-02-12T21:46:47Z
nG8bECTxRRQ,True,UgxFvtRTobn3TM4s-jN4AaABAg,UgxFvtRTobn3TM4s-jN4AaABAg.ACp8GDOVCSkAESmoNJmzAA,UCI6ee5y2YVktFt-7mFiRb-g,@DjGolucky,@@AdobeLiveCommunity on it. thankyou for the reply,0,2025-02-12T22:00:37Z
nG8bECTxRRQ,False,,UgwmO6KD-wmloERaf7J4AaABAg,UCwL_LVmqMhpBW-GIyaIe95A,@teddythereal,i really the editing of this video. really dynamic without making jumpcuts. gave me good ideas,0,2024-12-29T04:16:22Z
nG8bECTxRRQ,False,,UgzOmD7ECFx5erqcEHd4AaABAg,UCLzLwtjADhYzVWnpAXXN69Q,@BuddyBearCreator,why isn't the generative video reay yet ?,0,2024-12-27T03:02:15Z
nG8bECTxRRQ,False,,UgyNP620YjnTxD2exSB4AaABAg,UCLzLwtjADhYzVWnpAXXN69Q,@BuddyBearCreator,Luvin it !!,0,2024-12-27T03:01:23Z
nG8bECTxRRQ,False,,UgwRsoHvhd-nrZQA8qV4AaABAg,UCQXBbX1RkEf_v-ToyZ2DK9Q,@itzmenugget4716,this will be integrated into premiere pro when it releases right?,0,2024-12-27T00:44:12Z
nG8bECTxRRQ,False,,Ugxk5lUQ1HLiYJ5B4iV4AaABAg,UC15H0pYBaOJbjyZM4V-M_6w,@davidparocua1222,Would I be able to use my own personal photos to generate videos?,0,2024-12-19T19:28:33Z
