Video_id,Is_Reply,Parent_Comment_ID,Comment_ID,Channel_ID,Display Name,Comment Text,Likes,Timestamp,cleaned_comment,cleaned_comment_for_sentiment,mentioned_products,language,is_english,sentiment_label,engagement_label
nMw5kdzDD-I,TRUE,Ugz3kodY7nqbjEWao754AaABAg,Ugz3kodY7nqbjEWao754AaABAg.AH2rv827msRAH2rxy87GmJ,UCMGJ6KYSueHtPgObBajK9AQ,@Yay-y3r,And any custom,1,2025-04-18T09:59:33Z,and any custom,and any custom,[],en,TRUE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugzxyln-V5q_NDJdB6J4AaABAg,UCm8lXDZ0QqL5z1sOl240xRw,@BlackmanMan-th9wf,Ai,0,2025-04-18T07:26:31Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgxVhDiW658OkvkxE6N4AaABAg,UCyoqaknqcGc_Heu69R7cYQg,@dimitriusthemarcusthejames3rd,Ai,0,2025-04-17T20:31:41Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgzZcdDrLVlKnNwbLIl4AaABAg,UCd5RQwmaiy3azs6TOJYfFzw,@JomesaGomtva,Ai,0,2025-04-17T18:53:09Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgyvusjSICXxZqHPitB4AaABAg,UCNXUmpuEijZngdPOEfr49Xw,@AimstrikeX,AI,0,2025-04-17T16:13:52Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugzl7OzJUnu2pUoHyFd4AaABAg,UCHehnS33TBOBtEonif2n_1g,@Fightnator,Ai,0,2025-04-17T02:19:35Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgwcHvDq9-2ERgtu3XZ4AaABAg,UCKO8KaQMPsv5-9UlokcaMVA,@shreshi7560,AI,0,2025-04-16T10:19:25Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgyM8VIQk1Vpn5-c1ul4AaABAg,UC_ZzfLqFm6rfOU6NrcWv2XA,@ThePenguinguardFilmStudio,AI,0,2025-04-15T23:01:13Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugy6GiatZk9Q0L-Dwt94AaABAg,UC0xS6g-ULvU_b7irmC2OD5A,@abdullahahsan1076,Ai,0,2025-04-15T22:27:52Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgwDV15mRxeYvztSVU14AaABAg,UC7TUFWUl7cMkA8ZqhyAgghQ,@CHC_Animation-7Bt,AI,0,2025-04-15T19:44:23Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugxb5Q9rCstivh5ZgcV4AaABAg,UCvIbjfnCDXwNYaKknoTidEQ,@erytsma,"ok but 






ai",0,2025-04-15T16:37:15Z,ok but ai,ok but ai,[],id,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugy9BVzPS6ftB6wq5y94AaABAg,UC0FwTj2j_XGQjNid5DdBImw,@Taroo_44,Ai,0,2025-04-15T13:33:28Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugx-QNbKEwHnFSrNxDJ4AaABAg,UCK4oSAstbIwFCkACua2WH9g,@unknown_bush,AI,0,2025-04-15T10:56:48Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,Ugy4otqe7Qs3Z_D7NRJ4AaABAg,UCpcN_1RNyW7WOrnW6tX6NVg,@Mask.socity,‘AI',0,2025-04-15T10:11:40Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgzAfJmjF2ET46ceIjF4AaABAg,UCjmpg2ewFxeFwndGHTQnG1Q,@AvisionaryProductions,Ai,0,2025-04-14T22:45:24Z,ai,ai,[],unknown,FALSE,neutral,engagement
nMw5kdzDD-I,FALSE,,UgwAce_JW2T-sX9HR7V4AaABAg,UCBg2dDlzFYtFNutiC8JwXIw,@cameron_dunn2,this is cap i went on there it is 299 annually or 25 a month,0,2025-04-14T17:40:40Z,this is cap i went on there it is 299 annually or 25 a month,this is cap i went on there it is 299 annually or 25 a month,[],en,TRUE,negative,criticism
nMw5kdzDD-I,FALSE,,Ugw2CdqZTwA9uAM0xhR4AaABAg,UCbQ3JrmKZiQRiZJRWQO0t2w,@CosmicAstronautOfficial,So cool! I wonder how A.I. will look like in 30 years!,2,2025-04-14T15:35:38Z,so cool i wonder how ai will look like in 30 years,so cool i wonder how ai will look like in 30 years,[],en,TRUE,positive,appreciation
nMw5kdzDD-I,FALSE,,UgzQDg-0FI9RjR-ZRMJ4AaABAg,UCa1l-LF1Fd4BPTuuNzPWzXg,@vaibhav-s1ngh,AI,0,2025-04-14T15:30:53Z,ai,ai,[],unknown,FALSE,neutral,engagement
lLyWuDpKI3E,FALSE,,UgyEPfiD0hDySASmJmt4AaABAg,UC8a8zQilbmxDUXmxuJ28DYA,@lynzintaylor,Perfect!! ❤,0,2025-06-05T03:55:18Z,perfect :red_heart:,perfect :red_heart:,[],en,TRUE,positive,appreciation
lLyWuDpKI3E,FALSE,,UgzGOpypiuW_9RTZP8V4AaABAg,UCiqL6RSME7YzoAMc2SIk7DA,@octopusconnection,Very cool Cyn!! 🤩,0,2025-04-14T16:03:15Z,very cool cyn :starstruck:,very cool cyn :starstruck:,[],en,TRUE,positive,appreciation
HKFdNM8Ra5Y,FALSE,,UgymtnzXb5l7LSvk-QF4AaABAg,UCl5KLrGygap3DjzgpgpIdAA,@joshuadotson9281,adobe,0,2025-04-08T15:06:35Z,adobe,adobe,[],unknown,FALSE,neutral,engagement
HKFdNM8Ra5Y,FALSE,,UgxokbtGK3lEBG6P4uV4AaABAg,UCTRg-45pHiJWfj_SvufbqUA,@ibuprofen-noodles,"not gonna lie, i hate the current state of the world",1,2025-04-07T12:05:03Z,not gonna lie i hate the current state of the world,not gonna lie i hate the current state of the world,[],en,TRUE,neutral,engagement
HKFdNM8Ra5Y,TRUE,UgxokbtGK3lEBG6P4uV4AaABAg,UgxokbtGK3lEBG6P4uV4AaABAg.AGbl__VEL7oAGgnYuAECeQ,UCLK_7C2GuXMH4nc5Iv1jN_g,@gathor_,"Well, I like you",0,2025-04-09T10:58:30Z,well i like you,well i like you,[],cy,FALSE,positive,appreciation
HKFdNM8Ra5Y,FALSE,,Ugx9wQyBIVTtENJDm214AaABAg,UC2ZfaZ4A4IYYzkNOA-4EuOg,@DeepSinghlive,"Well, you're the kind of creator for whom long-form content is more suitable—short-form just doesn't capture your core creativity.",0,2025-04-06T20:11:57Z,well youre the kind of creator for whom longform content is more suitableshortform just doesnt capture your core creativity,well youre the kind of creator for whom longform content is more suitableshortform just doesnt capture your core creativity,[],en,TRUE,negative,criticism
bhJmwjtk3Cw,FALSE,,UgzXGM9u7XSKzcCwwYZ4AaABAg,UCRR6Esj6aSquJJ3S9RahhZw,@CNYsmile,ai,0,2025-07-28T16:39:42Z,ai,ai,[],unknown,FALSE,neutral,engagement
bhJmwjtk3Cw,FALSE,,UgzkDSQkjERdZOoK4IF4AaABAg,UC7uEOioJ4ooxIpiXVTtRPDA,@abrahamchurchill,AI,0,2025-07-17T15:24:10Z,ai,ai,[],unknown,FALSE,neutral,engagement
bhJmwjtk3Cw,FALSE,,UgysaIR12CUnd6li7VJ4AaABAg,UCFnIQB23DgHd594PqTYIzww,@vassilena8364,Ai,0,2025-04-28T23:16:02Z,ai,ai,[],unknown,FALSE,neutral,engagement
bhJmwjtk3Cw,FALSE,,Ugyo0mxvVdIxMtsGhxB4AaABAg,UC9U4CX0bZAo4BZZ7tOPp5gw,@faizanpers,"Where is the link, 🔗?",0,2025-04-05T15:06:25Z,where is the link :link:,where is the link :link:,[],en,TRUE,neutral,question
bhJmwjtk3Cw,FALSE,,UgyIBeOtteGAcciyzDF4AaABAg,UC4cJ6A4I_e3U2y9eRW0FtPw,@Naiad-Corma,Ai,0,2025-02-13T03:18:58Z,ai,ai,[],unknown,FALSE,neutral,engagement
bhJmwjtk3Cw,FALSE,,UgxYldbSJYiQSE9sX8l4AaABAg,UCSxYYZzKPUXO8PPGOXV5WrA,@Louie2d,AI,0,2025-02-13T00:28:20Z,ai,ai,[],unknown,FALSE,neutral,engagement
1tGi22RnbXc,FALSE,,UgyrnX1G9yAc2aAyoZJ4AaABAg,UChahbbFeQnamUcS3EmHMUvA,@iamrobertoangioni,Tried Adobe Firefly yet? Be honest… is it a game-changer or just hype? 😅 Curious to hear what you think!,0,2025-05-18T22:15:28Z,tried adobe firefly yet be honest is it a gamechanger or just hype :grinning_face_with_sweat: curious to hear what you think,tried adobe [product] yet be honest is it a gamechanger or just hype :grinning_face_with_sweat: curious to hear what you think,['firefly'],en,TRUE,positive,appreciation
sCCpBbhkvcU,FALSE,,UgzQeYIYg7D420xxiQR4AaABAg,UCdI_Bzc3ddEe4q__AC_wv3g,@prodpria,fake and gay af,0,2025-06-21T02:18:10Z,fake and gay af,fake and gay af,[],so,FALSE,negative,criticism
sCCpBbhkvcU,FALSE,,Ugz47zoI54CVT9p41SZ4AaABAg,UCjO6ZsMiQdgrMzYeRbhHGiQ,@jackknife.johnny,"Love how you get str8 to, no fluff",0,2025-06-21T00:47:08Z,love how you get str8 to no fluff,love how you get str8 to no fluff,[],en,TRUE,positive,appreciation
sCCpBbhkvcU,TRUE,Ugz47zoI54CVT9p41SZ4AaABAg,Ugz47zoI54CVT9p41SZ4AaABAg.AJbfbw15GHNAJcP4g3ZW1h,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,Haha thanks!,0,2025-06-21T07:33:09Z,haha thanks,haha thanks,[],so,FALSE,positive,appreciation
sCCpBbhkvcU,FALSE,,UgxqVLDjc22aUIvTFtR4AaABAg,UCSgZzwDWUYmdTfGN3komILQ,@NoThumbsJustin,i tried your exact prompts and its not taking my logo reference at all LOL ah well,1,2025-06-02T18:19:02Z,i tried your exact prompts and its not taking my logo reference at all lol ah well,i tried your exact prompts and its not taking my logo reference at all lol ah well,[],en,TRUE,negative,bugs
sCCpBbhkvcU,TRUE,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAIsfpiKUFIh,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,I'm sorry to hear that mate:/,0,2025-06-02T18:44:42Z,im sorry to hear that mate:,im sorry to hear that mate:,[],en,TRUE,neutral,engagement
sCCpBbhkvcU,TRUE,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAIxsaQuC2Ng,UCODHpHTmg1BnEvBPEZQ0PUA,@ALIVEDJP,@@PANTERvision sure doesn't work for me either. Not taking logo reference.,0,2025-06-04T19:12:25Z,pantervision sure doesnt work for me either not taking logo reference,pantervision sure doesnt work for me either not taking logo reference,[],en,TRUE,negative,bugs
sCCpBbhkvcU,TRUE,UgxqVLDjc22aUIvTFtR4AaABAg,UgxqVLDjc22aUIvTFtR4AaABAg.AIsctfVxofmAKO3gV5mIFD,UCcZgLv3li3O0Yw2D6pnU1nw,@EjGFX,same,0,2025-07-10T05:08:59Z,same,same,[],unknown,FALSE,neutral,engagement
sCCpBbhkvcU,FALSE,,UgyhJvngyDM1ZaRAkC54AaABAg,UCbB3C6OCuUzc-ImGTacHVpw,@ndc-01,Funny to watch and to practice,0,2025-06-02T16:11:04Z,funny to watch and to practice,funny to watch and to practice,[],en,TRUE,neutral,engagement
sCCpBbhkvcU,FALSE,,UgxZ0RjF5LaW6BX3XwR4AaABAg,UCPnGpfPLNEFQ81lYm4gdOSw,@ech0_plus968,Any ideas why mine look really bad ? no details at all etc..,0,2025-06-02T13:28:53Z,any ideas why mine look really bad no details at all etc,any ideas why mine look really bad no details at all etc,[],en,TRUE,negative,criticism
sCCpBbhkvcU,TRUE,UgxZ0RjF5LaW6BX3XwR4AaABAg,UgxZ0RjF5LaW6BX3XwR4AaABAg.AIs6g_4BPxtAIs8dIyjtr5,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,"This is Ai, it doesn't du the same thing all the time unfortunately as a software can.",0,2025-06-02T13:45:55Z,this is ai it doesnt du the same thing all the time unfortunately as a software can,this is ai it doesnt du the same thing all the time unfortunately as a software can,[],en,TRUE,negative,criticism
sCCpBbhkvcU,FALSE,,UgzEhv5pXrKUYzopRfd4AaABAg,UC0SMpVXVp788SqGaVGqGH9Q,@ekhlasifarmer1693,Bro is giving these amazing stuffs for free amazing! Thanks from the community of broke peoples. Really amazing bro. Keep it up.,4,2025-06-02T06:55:22Z,bro is giving these amazing stuffs for free amazing thanks from the community of broke peoples really amazing bro keep it up,bro is giving these amazing stuffs for free amazing thanks from the community of broke peoples really amazing bro keep it up,[],en,TRUE,positive,appreciation
sCCpBbhkvcU,TRUE,UgzEhv5pXrKUYzopRfd4AaABAg,UgzEhv5pXrKUYzopRfd4AaABAg.AIrPeNZPwNLAIrW295wQou,UCS1gMhu2KgHqW4OunIAaKrA,@PANTERvision,You're welcome!,0,2025-06-02T07:51:11Z,youre welcome,youre welcome,[],en,TRUE,neutral,engagement
JUU39RiEdFE,FALSE,,UgyzguMPLOFWIZAK1M94AaABAg,UCsceuLWp5DI5Bk6yVmqUung,@velvetspectrum,Nice to see your process using Firefly. I work at Adobe and it is great to see use cases like these!,1,2025-05-28T18:22:46Z,nice to see your process using firefly i work at adobe and it is great to see use cases like these,nice to see your process using [product] i work at adobe and it is great to see use cases like these,['firefly'],en,TRUE,positive,appreciation
JUU39RiEdFE,FALSE,,Ugx2mGYseO0tB1j6FO14AaABAg,UCd2wrVjuUKn5reTg_pVlphA,@umashankarrajpurohit6745,Anybody want to make ai realistic video just reply me on this text I will send you full roadmap,0,2025-05-26T05:22:04Z,anybody want to make ai realistic video just reply me on this text i will send you full roadmap,anybody want to make ai realistic video just reply me on this text i will send you full roadmap,[],en,TRUE,neutral,engagement
JUU39RiEdFE,FALSE,,UgzTadXQetS14o8D7Zd4AaABAg,UCd2wrVjuUKn5reTg_pVlphA,@umashankarrajpurohit6745,First comment 😁,0,2025-05-26T05:20:30Z,first comment :beaming_face_with_smiling_eyes:,first comment :beaming_face_with_smiling_eyes:,[],en,TRUE,neutral,engagement
golcSAhe8yM,FALSE,,UgxuLmyxtaMch9xs07d4AaABAg,UCDqySDwjqM-9ib6rY8KcSdQ,@OkayYaraman,Those effects are terrible.,2,2025-05-11T19:15:45Z,those effects are terrible,those effects are terrible,[],en,TRUE,negative,criticism
golcSAhe8yM,TRUE,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI-6Jso27IM,UC_ZwuHnMzLSCfJ8zOMrDh-A,@flo.motion,Dont blame me!! Blame AI!!,1,2025-05-11T19:28:11Z,dont blame me blame ai,dont blame me blame ai,[],ca,FALSE,neutral,engagement
golcSAhe8yM,TRUE,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI-cfNCJfRH,UCDqySDwjqM-9ib6rY8KcSdQ,@OkayYaraman,"@ Don’t worry, all the blame is on the AI!",0,2025-05-12T00:19:36Z,dont worry all the blame is on the ai,dont worry all the blame is on the ai,[],en,TRUE,neutral,engagement
golcSAhe8yM,TRUE,UgxuLmyxtaMch9xs07d4AaABAg,UgxuLmyxtaMch9xs07d4AaABAg.AI-4tsVOc6tAI5vzz3hIhd,UC65bQ2tQqI4Ev-nvw_D3S_A,@AnthonyReedJr,AI is not testing our brain power 🤦🏾‍♂️,2,2025-05-14T11:03:54Z,ai is not testing our brain power :man_facepalming_mediumdark_skin_tone:,ai is not testing our brain power :man_facepalming_mediumdark_skin_tone:,[],en,TRUE,negative,engagement
FVebl9UdiRA,FALSE,,Ugwh-MlerDhBO2qFq8N4AaABAg,UCLQBlxEi0uasPQvufQx5m_g,@toxicbread1032,"This solved nothing, why not just clean it up irl",0,2025-05-09T10:44:55Z,this solved nothing why not just clean it up irl,this solved nothing why not just clean it up irl,[],en,TRUE,negative,criticism
Q3bO9C5LnBE,FALSE,,UgySkaw_BFC7WOZZqjB4AaABAg,UCzi46UCgh-Dejh4Z7vO9Gdg,@davidyeoh4458,what the prompt you use for this/? can you enlight me for this?,0,2025-07-09T03:51:02Z,what the prompt you use for this can you enlight me for this,what the prompt you use for this can you enlight me for this,[],en,TRUE,neutral,question
Q3bO9C5LnBE,FALSE,,UgyMx5gUkB6ST7LLbTt4AaABAg,UCQ_CF7926C2aI3v-3FTNf0A,@NzstudioKZ,Tutorial pls )),1,2025-05-11T10:38:08Z,tutorial pls,tutorial pls,[],ca,FALSE,neutral,question
Q3bO9C5LnBE,FALSE,,UgySkaw_BFC7WOZZqjB4AaABAg,UCzi46UCgh-Dejh4Z7vO9Gdg,@davidyeoh4458,what the prompt you use for this/? can you enlight me for this?,0,2025-07-09T03:51:02Z,what the prompt you use for this can you enlight me for this,what the prompt you use for this can you enlight me for this,[],en,TRUE,neutral,question
Q3bO9C5LnBE,FALSE,,UgyMx5gUkB6ST7LLbTt4AaABAg,UCQ_CF7926C2aI3v-3FTNf0A,@NzstudioKZ,Tutorial pls )),1,2025-05-11T10:38:08Z,tutorial pls,tutorial pls,[],ca,FALSE,neutral,question
oGZMEfHJgiE,FALSE,,UgwcjjYUBielZRRKlp94AaABAg,UCG06nFNgrvsj86ZJiBssekQ,@TubeMakersoficial,"👇FAÇA PARTE DA MINHA EQUIPE DO CANVA PRO👇 
POR R$47 REIAS POR ANO 
https://bit.ly/canvaprotubemakers
==========================================
GRUPO DO TELEGRAM DE NETWORK
https://t.me/+-G-OYvq_iSY2ZTlh
============================================
LINK DA IA 
https://firefly.adobe.com/?media=image",2,2025-04-28T18:20:01Z,:backhand_index_pointing_down:faça parte da minha equipe do canva pro:backhand_index_pointing_down: por r47 reias por ano grupo do telegram de network link da ia,:backhand_index_pointing_down:faça parte da minha equipe do canva pro:backhand_index_pointing_down: por r47 reias por ano grupo do telegram de network link da ia,['firefly'],pt,FALSE,,
oGZMEfHJgiE,FALSE,,UgzP9rIJqQiH617Rc4t4AaABAg,UCgE2et1mqWJlxm5meiXLrOg,@geraldotexeira-so6kn,É artificial demais.,0,2025-05-04T14:08:08Z,é artificial demais,é artificial demais,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,UgxCIqgkYogJTlCiUqF4AaABAg,UCNkIKw82xGV3f_4t6D3XTTQ,@AlexandreCor-q5b,Excelente,0,2025-04-30T21:30:05Z,excelente,excelente,[],unknown,FALSE,,
oGZMEfHJgiE,FALSE,,Ugzto2iPcDP4X2ILozZ4AaABAg,UC2lDZ0oDjKTfrQ7V7NvCsxA,@blafzera,quero comprar o seu canva mais quero saber qual a garantia que seu grupo não vai cair ? pois ja entrei em alguns grupos  e eles so duram 30 dias o seu tem que ficar trocando todo mês ? ou é só uma vês por ano ?,1,2025-04-29T20:40:32Z,quero comprar o seu canva mais quero saber qual a garantia que seu grupo não vai cair pois ja entrei em alguns grupos e eles so duram 30 dias o seu tem que ficar trocando todo mês ou é só uma vês por ano,quero comprar o seu canva mais quero saber qual a garantia que seu grupo não vai cair pois ja entrei em alguns grupos e eles so duram 30 dias o seu tem que ficar trocando todo mês ou é só uma vês por ano,[],pt,FALSE,,
oGZMEfHJgiE,TRUE,Ugzto2iPcDP4X2ILozZ4AaABAg,Ugzto2iPcDP4X2ILozZ4AaABAg.AHWL3IVmvysAHWPegcC5GX,UCG06nFNgrvsj86ZJiBssekQ,@TubeMakersoficial,@@blafzera o meu não é grupo ou multi login o meu é equipe oficial do canva minha equipe tem mais de 2 anos e nunca caiu uma conte se quer me chama no ZAP que te passo mais informações 21971497843,0,2025-04-29T21:20:43Z,blafzera o meu não é grupo ou multi login o meu é equipe oficial do canva minha equipe tem mais de 2 anos e nunca caiu uma conte se quer me chama no zap que te passo mais informações 21971497843,blafzera o meu não é grupo ou multi login o meu é equipe oficial do canva minha equipe tem mais de 2 anos e nunca caiu uma conte se quer me chama no zap que te passo mais informações 21971497843,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,Ugy4TyqISYkHAcW0CW54AaABAg,UCwZdgnA7gqF-lewzr17jBLw,@valdir609,"top demais, as fotos e vídeos.. vc mandou bem obrigado..",2,2025-04-29T19:13:18Z,top demais as fotos e vídeos vc mandou bem obrigado,top demais as fotos e vídeos vc mandou bem obrigado,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,Ugw6ITBYssUGQt6MJC94AaABAg,UCMs_n89y4LjDcWPfXGycXnQ,@velaacesa4868,"O vídeo é TOP. Testei e realmente gerou imagens incríveis, mas nada a ver com os prompts que gerei em Inglês no ChatGpt. Pedi um escritório e fizeram pasteis, peras, Rio passando por um castelo e um Rio belíssimo. Pedi o sistema Solar e me enviaram. sorvetes e um headfone, um tabuleiro de Xadrez, peras ?  Testei o PROMPT do sistema solar no Gemini e ficou perfeito, no Pic Lumen me enviou só Saturno e no CHATGPT  tá processando já tem uns 5 minutos....",0,2025-04-28T22:49:15Z,o vídeo é top testei e realmente gerou imagens incríveis mas nada a ver com os prompts que gerei em inglês no chatgpt pedi um escritório e fizeram pasteis peras rio passando por um castelo e um rio belíssimo pedi o sistema solar e me enviaram sorvetes e um headfone um tabuleiro de xadrez peras testei o prompt do sistema solar no gemini e ficou perfeito no pic lumen me enviou só saturno e no chatgpt tá processando já tem uns 5 minutos,o vídeo é top testei e realmente gerou imagens incríveis mas nada a ver com os prompts que gerei em inglês no chatgpt pedi um escritório e fizeram pasteis peras rio passando por um castelo e um rio belíssimo pedi o sistema solar e me enviaram sorvetes e um headfone um tabuleiro de xadrez peras testei o prompt do sistema solar no gemini e ficou perfeito no pic lumen me enviou só saturno e no chatgpt tá processando já tem uns 5 minutos,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,UgyjBBADAY5Efv_aVRp4AaABAg,UC4D9U468M1smUCq7zbt1plQ,@mais_ofertas,Mulher é leão eu mandava fazer uma tela um quadro,1,2025-04-28T21:01:36Z,mulher é leão eu mandava fazer uma tela um quadro,mulher é leão eu mandava fazer uma tela um quadro,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,UgxP_zLZBzG-afCWWtB4AaABAg,UCmYqdYZ37Jm0LdYe6_hgsrw,@marciomodolo8659,Da pra fazer celular,1,2025-04-28T19:25:27Z,da pra fazer celular,da pra fazer celular,[],ro,FALSE,,
oGZMEfHJgiE,FALSE,,UgwPZ2z6__fmBmbMFIR4AaABAg,UC6LGHYajAndaCkYvlD08gTg,@Acervooo89,"Quais inteligencias vc indica que sejam ; rode em pc fraco , crie imagens e videos realistas ?",1,2025-04-28T18:58:54Z,quais inteligencias vc indica que sejam rode em pc fraco crie imagens e videos realistas,quais inteligencias vc indica que sejam rode em pc fraco crie imagens e videos realistas,[],pt,FALSE,,
oGZMEfHJgiE,FALSE,,UgwVYy7F98OGFe2f43V4AaABAg,UCg5h086NptVmBC6MZwuozGA,@Rayzinhox9,Ja deixei o Like e Hypei,2,2025-04-28T18:58:04Z,ja deixei o like e hypei,ja deixei o like e hypei,[],et,FALSE,,
oGZMEfHJgiE,TRUE,UgwVYy7F98OGFe2f43V4AaABAg,UgwVYy7F98OGFe2f43V4AaABAg.AHT_Y--mu-KAHUqMFmcrLO,UCELdMF4Wyn_WRnKW6CCM7lQ,@marcosejesus,"Show de bola, irmão!",0,2025-04-29T06:44:15Z,show de bola irmão,show de bola irmão,[],pt,FALSE,,
T2Nq04ItJUU,FALSE,,UgzFNgfanKPy6NJ6UKN4AaABAg,UCYr1RBhEswJYyPVQ9dLQ36Q,@sirenadamisela6923,"merci pour la vidéo, est ce qu'on peut faire la même chose même si on n'a pas d'abonnement ou soit payer ?",0,2025-07-20T10:40:52Z,merci pour la vidéo est ce quon peut faire la même chose même si on na pas dabonnement ou soit payer,merci pour la vidéo est ce quon peut faire la même chose même si on na pas dabonnement ou soit payer,[],fr,FALSE,,
