Video_id,Is_Reply,Parent_Comment_ID,Comment_ID,Channel_ID,Display Name,Comment Text,Likes,Timestamp,cleaned_comment,cleaned_comment_for_sentiment,mentioned_products,language,is_english,sentiment_label,product_related
DvBRj--sUMU,FALSE,,Ugy-tQw5dbFEkrXj9wp4AaABAg,UCeGtOvFwnEoytOsGtAfGDYA,@fabiographisme4670,"I am a graphic designer, the next profession to disappear thanks to artificial intelligence, planned to replace that of humans, who are becoming more and more soft in the brain!
When I see all the admirers of AI, I tell myself that people are stupid for not understanding what is going on. The world is becoming stupid, humans are more and more stupid.

Je suis graphiste, le prochain métier a disparaitre grâce à l'intelligence artificielle, prévu pour remplacer celle des humains, qui deviennent de plus en plus mous du cerveau !
Quand je vois tout les admirateurs de l'IA, je me dis que les gens sont cons pour ne pas comprendre ce qui ce passe. Le monde devient débile, les humains sont de plus en plus abrutis.",0,2023-04-13T09:50:07Z,I am a graphic designer the next profession to disappear thanks to artificial intelligence planned to replace that of humans who are becoming more and more soft in the brain When I see all the admirers of AI I tell myself that people are stupid for not understanding what is going on The world is becoming stupid humans are more and more stupid Je suis graphiste le prochain métier a disparaitre grâce à lintelligence artificielle prévu pour remplacer celle des humains qui deviennent de plus en plus mous du cerveau Quand je vois tout les admirateurs de lIA je me dis que les gens sont cons pour ne pas comprendre ce qui ce passe Le monde devient débile les humains sont de plus en plus abrutis,i am a graphic designer the next profession to disappear thanks to artificial intelligence planned to replace that of humans who are becoming more and more soft in the brain when i see all the admirers of ai i tell myself that people are stupid for not understanding what is going on the world is becoming stupid humans are more and more stupid je suis graphiste le prochain métier a disparaitre grâce à lintelligence artificielle prévu pour remplacer celle des humains qui deviennent de plus en plus mous du cerveau quand je vois tout les admirateurs de lia je me dis que les gens sont cons pour ne pas comprendre ce qui ce passe le monde devient débile les humains sont de plus en plus abrutis,[],fr,FALSE,negative,FALSE
DvBRj--sUMU,TRUE,UgyNpPA3cEeQXmxGWOR4AaABAg,UgyNpPA3cEeQXmxGWOR4AaABAg.9nXPv0ttweS9nZ51121KU_,UC_OqZ_-8JNhBA4b5e9PC_AA,@user-yx3wu8vt2w,"Don't even hire anyone, let the AD or even the marketing team do the thing. Done!
With ChatGPT AI artists are already irrelevant.",8,2023-03-22T10:04:54Z,Dont even hire anyone let the AD or even the marketing team do the thing Done With ChatGPT AI artists are already irrelevant,dont even hire anyone let the ad or even the marketing team do the thing done with chatgpt ai artists are already irrelevant,[],en,TRUE,negative,FALSE
DvBRj--sUMU,TRUE,UgyNpPA3cEeQXmxGWOR4AaABAg,UgyNpPA3cEeQXmxGWOR4AaABAg.9nXPv0ttweS9nxXtQXkwoV,UCQBVsm1vlfaGscbRVJQT7sg,@blacklavoux,"True. 
Someone in my family ask if his child should get into graphic design major, I said no. 

Graphic design is going to be a course that u take in one semester and then move on to programming.",9,2023-04-01T07:18:09Z,True Someone in my family ask if his child should get into graphic design major I said no Graphic design is going to be a course that u take in one semester and then move on to programming,true someone in my family ask if his child should get into graphic design major i said no graphic design is going to be a course that u take in one semester and then move on to programming,[],en,TRUE,negative,FALSE
4PMVQt9hzn8,FALSE,,Ugw_m1keMBSX2-2FUWt4AaABAg,UC78nTDa2es-L5f6Cg7VUNkA,@marsco25177,My suggestion for improvement is to not charge us more money to use a product that were already subscribing to having to pay monthly for,0,2025-08-08T12:53:11Z,My suggestion for improvement is to not charge us more money to use a product that were already subscribing to having to pay monthly for,my suggestion for improvement is to not charge us more money to use a product that were already subscribing to having to pay monthly for,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgwljtrXgCQSx3leBxR4AaABAg,UCVz2b-lEmv8q9BKglwUIJcA,@killianmerdrignac2077,The oil painting trick is pretty crazy 🤯 Amazing!,1,2024-10-03T02:18:13Z,The oil painting trick is pretty crazy :exploding_head: Amazing,the oil painting trick is pretty crazy :exploding_head: amazing,[],en,TRUE,positive,FALSE
f1jEf_xShiY,FALSE,,UgycqxuQ_17IH5clrY14AaABAg,UC42pgZJABalxYL6G6-G_B7A,@Parker.Thomas9601,The only way I can see the problem is,0,2023-08-10T17:43:18Z,The only way I can see the problem is,the only way i can see the problem is,[],en,TRUE,neutral,FALSE
kgNtDihZiRo,FALSE,,UgxbEQTI8cpYY4BLiEx4AaABAg,UCNBrnBrX3j3yBSnn_xcnRAQ,@ClodMaster3000,AI! No no ☝🏻,9,2024-12-26T23:17:47Z,AI No no :index_pointing_up_light_skin_tone:,ai no no :index_pointing_up_light_skin_tone:,[],en,TRUE,negative,FALSE
mnduFq3WPVQ,FALSE,,UgylV1wQ-2VpAGb1kkZ4AaABAg,UCwwqhDj0FWqvs3CXkHO8bVw,@This_Just_N,Feature tree?,0,2025-04-25T05:38:53Z,Feature tree,feature tree,[],en,TRUE,neutral,FALSE
iIot2bSu2k4,TRUE,UgzISSsCFmmRT5zAuXF4AaABAg,UgzISSsCFmmRT5zAuXF4AaABAg.AIvJ9K3w_G6AJVTJOKqma8,UCbp9OUQSJT2BhBV421LkE4g,@KateHikes666,It's not good enough the only og app which still performs better than 90% of editing app is Ps touch please release the source code publicly it's impossible to use it on 64bit only devices. Only source code will allow devs to mod it for 64 bit devices,0,2025-06-18T05:36:11Z,Its not good enough the only og app which still performs better than 90 of editing app is Ps touch please release the source code publicly its impossible to use it on 64bit only devices Only source code will allow devs to mod it for 64 bit devices,its not good enough the only og app which still performs better than 90 of editing app is ps touch please release the source code publicly its impossible to use it on 64bit only devices only source code will allow devs to mod it for 64 bit devices,[],en,TRUE,negative,FALSE
VNs1lW8t4hw,TRUE,UgzQJDyTyr09PlZxu914AaABAg,UgzQJDyTyr09PlZxu914AaABAg.A4f1uoWJ7tSAC6ZFWiuE99,UCBwpDd-hGPImPusUtrkBD1A,@pssed,"WOW, that's really buried deep. And I had no idea before your comment, thank you!",2,2024-12-16T13:47:19Z,WOW thats really buried deep And I had no idea before your comment thank you,wow thats really buried deep and i had no idea before your comment thank you,[],en,TRUE,positive,FALSE
UlnHTdGVAvk,FALSE,,UgzQK-RkOjZKg7l2bd54AaABAg,UCy4LwsXsJqF4_42PqyncCMA,@JonGPxl,I need this for my commute,0,2024-10-14T13:47:08Z,I need this for my commute,i need this for my commute,[],en,TRUE,positive,FALSE
ispZrWjL1_8,FALSE,,UgxwwMGisMJ-saL8bKN4AaABAg,UCuG-r_azdqU49R5aGKQ5GMQ,@MilaKamila-ln3dg,"Ooooo slay ,pretty and very creative",3,2024-10-14T18:15:35Z,Ooooo slay pretty and very creative,ooooo slay pretty and very creative,[],en,TRUE,positive,FALSE
bhJmwjtk3Cw,FALSE,,Ugyo0mxvVdIxMtsGhxB4AaABAg,UC9U4CX0bZAo4BZZ7tOPp5gw,@faizanpers,"Where is the link, 🔗?",0,2025-04-05T15:06:25Z,Where is the link :link:,where is the link :link:,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,Ugw0WQiUIGUmkr35NTt4AaABAg,UCoyL1sH8Q-XAc4r92ilsplQ,@sachingaming0194,Is it included in adobe subscription ?,0,2025-07-07T14:37:03Z,Is it included in adobe subscription,is it included in adobe subscription,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,Ugxz7y9Uxn-RaS2cLlh4AaABAg,Ugxz7y9Uxn-RaS2cLlh4AaABAg.ABvTTEhdHGkABx32brhIFe,UCPCwLo01OjGioEYj2tzi9dQ,@alijellani8382,then which one is best please share,1,2024-12-12T11:53:31Z,then which one is best please share,then which one is best please share,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,FALSE,,UgytkiI2eqqNcBf3VX54AaABAg,UC6lJMgIIGhKvcVOTK8u-MlA,@pazzariatv,Is there any ETA as to when the waitlist will be fully released? I signed up months ago and am still waiting. Thanks so much.,1,2024-12-10T17:02:59Z,Is there any ETA as to when the waitlist will be fully released I signed up months ago and am still waiting Thanks so much,is there any eta as to when the waitlist will be fully released i signed up months ago and am still waiting thanks so much,[],en,TRUE,neutral,FALSE
nG8bECTxRRQ,TRUE,UgytkiI2eqqNcBf3VX54AaABAg,UgytkiI2eqqNcBf3VX54AaABAg.ABsSsTL4NHuABslnd1y-Ye,UCVMJPRXrBIOFDBZEaF-_pEA,@AdobeLiveCommunity,"When we have a public release date, we will let our community know. Thanks for tuning in!",1,2024-12-10T19:57:06Z,When we have a public release date we will let our community know Thanks for tuning in,when we have a public release date we will let our community know thanks for tuning in,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,FALSE,,UgxhhQn1qF5J8L9Tf6V4AaABAg,UCrpJYjAlLYFcAXLQH9ealFA,@michellenordentoft547,I have to leave and get some work done. Where can I find this video later in the day?,0,2023-10-18T17:05:37Z,I have to leave and get some work done Where can I find this video later in the day,i have to leave and get some work done where can i find this video later in the day,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,TRUE,Ugw1apS9iFlLeSztn1l4AaABAg,Ugw1apS9iFlLeSztn1l4AaABAg.9vMlSLzBbkF9yMItPrRKly,UC87GsCKLO5pFVndyBF3oSOA,@rh9967,"@@kamu747 writing is certainly an art form. Did Stephen King write The Shining? Yes. Did Stephen King bring The Shining to life as visual representation of his own story via film? No. This is an excellent example because there exists an alternate version of The Shining that follows the book more closely and, where, King had a more direct involvement in its direction. Visually, it is completely separate from Kubrick’s version. Writing is an equal but separate skill form. Like a painter painting an image, uploading the image for ai to convert into a novel (written entirely by ai using an image for reference) and then calling themselves a writer. They are no more a writer than the person prompting ai to create an image is a visual artist. Now they even have prompting for prompts. So, now, ai is writing prompts for itself. All you have to do is give it a vague set of visual instructions like “Teddy bear sitting in the snow wearing cowboy boots.” Prompt generator creates the rest. I guess we can agree to disagree.",0,2023-12-15T20:41:17Z,kamu747 writing is certainly an art form Did Stephen King write The Shining Yes Did Stephen King bring The Shining to life as visual representation of his own story via film No This is an excellent example because there exists an alternate version of The Shining that follows the book more closely and where King had a more direct involvement in its direction Visually it is completely separate from Kubricks version Writing is an equal but separate skill form Like a painter painting an image uploading the image for ai to convert into a novel written entirely by ai using an image for reference and then calling themselves a writer They are no more a writer than the person prompting ai to create an image is a visual artist Now they even have prompting for prompts So now ai is writing prompts for itself All you have to do is give it a vague set of visual instructions like Teddy bear sitting in the snow wearing cowboy boots Prompt generator creates the rest I guess we can agree to disagree,kamu747 writing is certainly an art form did stephen king write the shining yes did stephen king bring the shining to life as visual representation of his own story via film no this is an excellent example because there exists an alternate version of the shining that follows the book more closely and where king had a more direct involvement in its direction visually it is completely separate from kubricks version writing is an equal but separate skill form like a painter painting an image uploading the image for ai to convert into a novel written entirely by ai using an image for reference and then calling themselves a writer they are no more a writer than the person prompting ai to create an image is a visual artist now they even have prompting for prompts so now ai is writing prompts for itself all you have to do is give it a vague set of visual instructions like teddy bear sitting in the snow wearing cowboy boots prompt generator creates the rest i guess we can agree to disagree,[],en,TRUE,neutral,FALSE
f1jEf_xShiY,TRUE,UgwCTlECriUzvHr6bZh4AaABAg,UgwCTlECriUzvHr6bZh4AaABAg.9uqJV1MX4UE9xoxexqmH8V,UCcuoFPk2vaPFOgexSowmFkg,@quantumtimelines2846,Did you pay for an account?,2,2023-12-02T12:32:54Z,Did you pay for an account,did you pay for an account,[],en,TRUE,neutral,FALSE
_uo0EfagPfU,FALSE,,UgxILfcwmhZmKhoivw14AaABAg,UCh1mx_hcgHAwxPJJJW-P7tQ,@equiknox,Adobe reaching out to creators after that scandal last year?,1,2025-03-21T07:46:21Z,Adobe reaching out to creators after that scandal last year,adobe reaching out to creators after that scandal last year,[],en,TRUE,neutral        ,FALSE
v8b-DfuIGGc,FALSE,,Ugw8CJ5ySq3RU6N5n7B4AaABAg,UCXbuhtXLOH-kM9bs_QFYDNA,@flipsoul.0,Hii um so how do i actually ask u to do edit mine ? Where ? How much money (inSR)? Where do i send u the pic i want u ti edit ? Plss replyyy,0,2024-11-29T23:13:51Z,Hii um so how do i actually ask u to do edit mine Where How much money inSR Where do i send u the pic i want u ti edit Plss replyyy,hii um so how do i actually ask u to do edit mine where how much money insr where do i send u the pic i want u ti edit plss replyyy,[],en,TRUE,neutral,FALSE
kgNtDihZiRo,FALSE,,Ugypz3JkHvf1j7WBkdV4AaABAg,UCXbuhtXLOH-kM9bs_QFYDNA,@flipsoul.0,Hii um so how do i actually ask u to do edit mune ? Where ? How much money (inSR)? Where do i send u the pic i want u ti edit ? Plss replyyy,1,2024-11-29T23:13:01Z,Hii um so how do i actually ask u to do edit mune Where How much money inSR Where do i send u the pic i want u ti edit Plss replyyy,hii um so how do i actually ask u to do edit mune where how much money insr where do i send u the pic i want u ti edit plss replyyy,[],en,TRUE,neutral,FALSE
DvBRj--sUMU,FALSE,,UgwUk1IeY_Ty7OPtYp94AaABAg,UCRxUulrQMyEgirEgrsqWn8w,@elyasalaazouneh4325,How to try it,0,2023-08-31T17:59:07Z,How to try it,how to try it,[],en,TRUE,neutral,FALSE
DvBRj--sUMU,TRUE,UgwDCgJJCx3dMafg6RJ4AaABAg,UgwDCgJJCx3dMafg6RJ4AaABAg.9q1O2U1fA7x9rS3uGPB5mq,UCNdcPdMkFG0f2BTHlG7fehQ,@dbpodz9234,I want to know too. 😢,0,2023-06-27T02:46:00Z,I want to know too :crying_face:,i want to know too :crying_face:,[],en,TRUE,neutral,FALSE
DvBRj--sUMU,TRUE,UgxmumEqnieXJpY5KG94AaABAg,UgxmumEqnieXJpY5KG94AaABAg.9nc5nzEBnC79nuV84smVYo,UCiZWMyXvtboo12stDk6_6Ew,@vincedgarvlogs,@@adammousa2455 why?,0,2023-03-31T02:56:21Z,adammousa2455 why,adammousa2455 why,[],so,FALSE,neutral,FALSE
DvBRj--sUMU,FALSE,,Ugz_Mnfu3bJHFwZQOsp4AaABAg,UCFJnwrgsfFpdHzfit_D1GOA,@username42,gonna be free`?,1,2023-03-22T15:38:59Z,gonna be free,gonna be free,[],en,TRUE,neutral,FALSE
DvBRj--sUMU,FALSE,,UgwRDaL07DVX_jSQU5p4AaABAg,UC6lJMgIIGhKvcVOTK8u-MlA,@pazzariatv,ETA?,0,2023-03-22T06:31:36Z,ETA,eta,[],unknown,FALSE,neutral,FALSE
DvBRj--sUMU,FALSE,,Ugzu0GTOyrFjVKMi1qd4AaABAg,UCdfsTt9cVWEEfLEmH85lrSA,@fadialameer3401,Would this replace designers ??,0,2023-03-21T20:15:43Z,Would this replace designers,would this replace designers,[],en,TRUE,neutral,FALSE
3mQ7aVnnGRU,FALSE,,Ugw-87l_zKCZepLui2Z4AaABAg,UC7NXZpsvRPGw363epbkm07w,@methheadmelodics1997,What is the song in the background,0,2025-08-18T02:02:49Z,What is the song in the background,what is the song in the background,[],en,TRUE,neutral,FALSE
3mQ7aVnnGRU,FALSE,,UgxJH9xhOHr5skyhLD14AaABAg,UCASKT1uYkPrJw7QhlQY5c7A,@kubatuba5306,I hate this ad so much but what is the song used,3,2025-08-08T21:41:02Z,I hate this ad so much but what is the song used,i hate this ad so much but what is the song used,[],en,TRUE,neutral,FALSE
3mQ7aVnnGRU,FALSE,,Ugxh1I-8ON0m4ebiL9h4AaABAg,UCPTf86ig6qBwv4QixDl_tgA,@ninjaturtle511,What’s the song,4,2025-08-07T13:40:40Z,Whats the song,whats the song,[],en,TRUE,neutral,FALSE
v8b-DfuIGGc,TRUE,UgySBoXgmMwS-5SF_8R4AaABAg,UgySBoXgmMwS-5SF_8R4AaABAg.AB1taXCcNojAEHQFPiyCzj,UCx9v4ZiZ50wuSMFFA1zRbpw,@Nifoxil,"Personally, I would say skilled :D",0,2025-02-08T12:03:05Z,Personally I would say skilled :D,personally i would say skilled :d,[],en,TRUE,neutral,FALSE
UlnHTdGVAvk,TRUE,UgyWrACJR20f0u0b_UZ4AaABAg,UgyWrACJR20f0u0b_UZ4AaABAg.A9_WRqZWPVtA9_kWqgIv_F,UCzdM4dSZsXWH6wzUMhHOnkg,@deemwhy4885,yes.,0,2024-10-14T17:37:34Z,yes,yes,[],unknown,FALSE,neutral,FALSE
kgNtDihZiRo,FALSE,,UgwifMzyWxcPnM6RiUx4AaABAg,UCfdeuij38Su-gH13OwMYX1g,@LemonadEeo,How would photoshop be an art when ai is used..,1,2025-03-18T04:15:34Z,How would photoshop be an art when ai is used,how would [product] be an art when ai is used,['photoshop'],en,TRUE,neutral,FALSE
cqr6Mmsr6vE,TRUE,Ugwr2fWl7fEoiiKbmkp4AaABAg,Ugwr2fWl7fEoiiKbmkp4AaABAg.AJDKGFGwAR0AJkBOX7OMax,UCGyaJrybsrF0hfcjO9hYEKA,@lordsathan493,​@@MrNghiChannelAny solutions for this?,1,2025-06-24T08:07:27Z,MrNghiChannelAny solutions for this,mrnghichannelany solutions for this,[],en,TRUE,neutral,FALSE
iIot2bSu2k4,FALSE,,Ugz_8j6QNsmrsLRMqQN4AaABAg,UCjc7oP9FoKutSJNkZl-L5Rg,@whitezuxxy,But what about tha cost of Android Photoshop?,0,2025-06-04T02:08:31Z,But what about tha cost of Android Photoshop,but what about tha cost of android [product],['photoshop'],en,TRUE,neutral,FALSE
qwNbjGyhZ48,FALSE,,UgwByykxxXi5CiyL9gh4AaABAg,UCDbeFx4sA60vttbHSoyFtRA,@AllFallBeforeMe,Wtf is a target channel?,0,2025-08-08T01:49:23Z,Wtf is a target channel,wtf is a target channel,[],en,TRUE,neutral,FALSE
qwNbjGyhZ48,FALSE,,UgyqYzrgs7WYXoUFN9N4AaABAg,UC54_4Va1H9wJaMiFC23Twpw,@manwillmayor808,Who can really help me with using this app,2,2024-10-11T04:41:40Z,Who can really help me with using this app,who can really help me with using this app,[],en,TRUE,neutral,FALSE
qwNbjGyhZ48,FALSE,,UgzaSi1vCzbN81BZ4BZ4AaABAg,UCT_uIbqptleb0O8wNIyufBQ,@marvelshortzz_786,Bro will you hire me as your video editor I need job,5,2024-08-20T14:18:51Z,Bro will you hire me as your video editor I need job,bro will you hire me as your video editor i need job,[],en,TRUE,neutral,FALSE
20r75nIsJpo,FALSE,,UgzrvddOjBfXHREPIbd4AaABAg,UCmmf3Hi-tYCrdqd4LWTowOQ,@faustorossi5524,And where is the fun in using photoshop?,0,2025-08-01T22:39:23Z,And where is the fun in using photoshop,and where is the fun in using [product],['photoshop'],en,TRUE,neutral,FALSE
20r75nIsJpo,FALSE,,UgzGgEkQoxel3BPkODp4AaABAg,UCb9hj5bA16bGFRUn-NS09Hw,@lukmanfebrianto,Thank you very much Senor Jesús ☺🙏 Are you a member of Adobe Community?...,0,2025-03-05T05:01:27Z,Thank you very much Senor Jesús :smiling_face::folded_hands: Are you a member of Adobe Community,thank you very much senor jesús :smiling_face::folded_hands: are you a member of adobe community,[],en,TRUE,positive,FALSE
20r75nIsJpo,FALSE,,UgyEu1TsZxZ1hSdixJJ4AaABAg,UCTuoZtKvY1sE2PY-fWADy6g,@gabrieltomas296,Supongo que antes debes tener instalado Adobbe Creative Cloud. Lo tenemos que descargar de la pagina oficial? Lo tenemos que bloquer de alguna manera? o No es necesario?,0,2025-02-28T09:10:28Z,Supongo que antes debes tener instalado Adobbe Creative Cloud Lo tenemos que descargar de la pagina oficial Lo tenemos que bloquer de alguna manera o No es necesario,supongo que antes debes tener instalado adobbe creative cloud lo tenemos que descargar de la pagina oficial lo tenemos que bloquer de alguna manera o no es necesario,[],es,FALSE,neutral,FALSE
20r75nIsJpo,FALSE,,Ugx6Qt96sHAHI0-g5Kt4AaABAg,UClzaBuQJqWUOu0dpnpIAArg,@thecanningbandit8466,Anyone know where to take an online course using this book that’s affordable? I want to go through the book thoroughly and learn it with either online videos or zoom. Something like that.,0,2025-02-01T11:49:13Z,Anyone know where to take an online course using this book thats affordable I want to go through the book thoroughly and learn it with either online videos or zoom Something like that,anyone know where to take an online course using this book thats affordable i want to go through the book thoroughly and learn it with either online videos or zoom something like that,[],en,TRUE,neutral,FALSE
20r75nIsJpo,FALSE,,Ugxov3aLURFVVbgMXfR4AaABAg,UCM0OzJTNR6rTkww13frF6Zw,@rizkhanedits,These new features are for experts or for noobs?,0,2024-12-09T18:10:41Z,These new features are for experts or for noobs,these new features are for experts or for noobs,[],en,TRUE,neutral,FALSE
20r75nIsJpo,FALSE,,UgznfrsYVQJnyGbJlzx4AaABAg,UCBfJ2CgKKVuYG5aFc-qQPOg,@ronokahmed9891,Can you tell me how to start watching tutorial of your channel as a super beginner ??,0,2024-11-19T15:20:21Z,Can you tell me how to start watching tutorial of your channel as a super beginner,can you tell me how to start watching tutorial of your channel as a super beginner,[],en,TRUE,neutral,FALSE
